name,zprice_subzone,zprice_pa,zprice_ms
the avenir,0.7566556070682279,-0.23994714514433282,0.3970732147505547
the concourse,0.3172473402700756,-0.6016769088374695,-0.1570185689228964
one dusun residences,0.07165251159416584,-1.027638444561955,0.5419885444050666
boulevard 88,-0.6679269138381205,0.4879584405776786,1.4914307367074717
canninghill piers,0.027852587303041427,0.6179329709951373,1.2121864995347282
skies miltonia,0.17571319350992248,-0.3473742787600952,-0.6753057007256327
boathouse residences,-0.8264134330760238,-0.47296617605555147,0.018167549172687876
mori,0.7611676839109658,-0.11813024468173529,-0.6803103336220623
the lumos,-0.6645671980630632,-0.2979689629593274,0.3970732147505547
rymden 77,0.42938437865045503,0.34791381755716794,0.24112124543746233
trevista,0.0,-0.9896538762578769,-0.15485761683972046
duo residences,-0.47449341571387027,0.4789644249241481,-0.1570185689228964
twentyone angullia park,0.0690334937033047,1.3599161123037031,0.3970732147505547
lorong 34 geylang,-2.5519031830501877,-0.11813024468173529,-0.6803103336220623
penrose,0.0440933192663837,-0.11813024468173529,-0.6803103336220623
trilive,0.8567817932841436,0.595407481131621,0.018167549172687876
the coast at sentosa cove,-0.20387157709276477,0.0,-0.9882891825309932
double bay residences,0.3890485109074528,-0.7355281690185607,-0.49035427783620256
seletar park residence,0.1357652331254688,-1.385595201162288,0.9429141692474692
the hyde,0.13439436110467884,0.30817641647229205,0.06838007558595266
meyer mansion,0.5314357235862476,0.4174998399380125,0.6953598240758582
dairy farm residences,0.36137086849651767,0.39759148933523336,0.031965950857637475
the sorrento,0.9388997558791808,-0.9033940295681074,0.5832610198969518
residence twenty-two,0.8285949062494407,0.34791381755716794,0.24112124543746233
reflections at keppel bay,-0.12416053974025665,0.0646432303185629,0.33337567621310804
amber 45,0.6027659155461181,0.05062022268013031,0.6953598240758582
the gazania,0.5577852415108553,0.5458369718401872,0.9429141692474692
up@robertson quay,0.7892701967618068,-0.7409823736522679,-0.14026257860351726
scotts square,0.27946931149275134,-0.23072404373856506,1.4914307367074717
the poiz residences,-0.3324094572201794,0.00624601690065511,-0.15485761683972046
river place,-0.7485582556120911,-0.7409823736522679,1.2121864995347282
primedge,-0.7103600740959227,-0.11813024468173529,-0.6803103336220623
allsworth park,0.17699693973725936,-1.0803592661769155,-0.5692534448375879
helios residences,-0.4786496480766944,-0.1404283421180053,0.7988085168763036
north park residences,0.0,1.9894478902362323,-0.6753057007256327
eight riversuites,0.21157355253309568,-0.8665056458638768,-0.19542602159336628
39 flower road,-1.4707324476649917,0.28941330053702846,0.018167549172687876
parc clematis,0.33592902196061003,0.07672337750394305,0.5832610198969518
lake life,-0.31220552824807996,-0.38970152938461544,-0.1518858287747016
spottiswoode residences,-0.5971918418910218,0.7550235543804699,0.33337567621310804
v on shenton,0.18447934923087544,-0.2944756133804476,-0.1570185689228964
livia,-1.0200821701976293,0.35293287170602905,-0.551984107050892
urban lofts,-0.9534756129415047,-0.4413297705413858,-0.19542602159336628
icon,-0.3145446965265298,-0.8785669387148733,-0.1570185689228964
the peak @ cairnhill i,-0.3531845475563616,-0.1404283421180053,0.7988085168763036
riverfront residences,0.7423207257250104,-0.47296617605555147,0.018167549172687876
martin modern,0.34595585014120683,-0.23994714514433282,0.3970732147505547
lloyd sixtyfive,0.6740368225579491,-0.19789177381165812,0.3970732147505547
palmera east,0.4646909847497084,-0.13651232819887119,0.24112124543746233
scotts 28,-0.600174902231349,-0.1404283421180053,0.7988085168763036
principal garden,0.1059373224549417,-0.16797640064786287,0.33337567621310804
the lilium,0.37474140365514086,0.5458369718401872,0.9429141692474692
peak residence,0.18989505433685902,0.5053558139738006,-0.5851019944938763
fourth avenue residences,0.3062499400923055,0.15545226577844398,-0.5692534448375879
casa al mare,1.3575175342075767,0.08338499345487042,-0.551984107050892
d'nest,-0.4006808065119919,0.35293287170602905,-0.551984107050892
starlight suites,-1.1761452127808363,-0.23994714514433282,0.3970732147505547
orchard scotts,-1.4284111985661454,-0.1404283421180053,0.7988085168763036
concourse skyline,-0.0023198461433618575,-0.6016769088374695,-0.1570185689228964
serenity park,-0.4978149428720255,-1.385595201162288,0.9429141692474692
forte suites,1.1321697743339418,-0.4413297705413858,-0.19542602159336628
tedge,-0.046932468864364134,0.34791381755716794,0.24112124543746233
alba,0.48589013222964844,-0.1404283421180053,0.7988085168763036
irwell hill residences,0.23223709636619894,-0.2979689629593274,0.3970732147505547
mooi residences,-0.40913930135261917,0.9589293904852286,-0.5692534448375879
the m,-0.2121045301200418,0.4789644249241481,-0.1570185689228964
the panorama,0.07704740853507036,0.7728159177984089,0.185116698120173
studio 3,-0.6156083988970595,-0.4722084770373083,0.06838007558595266
symphony suites,0.14653985370418285,-0.08954615339755555,-0.6753057007256327
eastwood regency,0.7905878481178569,0.17457133365119432,0.24112124543746233
leedon green,0.5574938177582142,0.49100890204419884,-0.5692534448375879
one bernam,0.41900544202788137,-0.14193327682977996,-0.1570185689228964
the foresta @ mount faber,-0.29308964218252076,0.0646432303185629,0.33337567621310804
parc olympia,-0.7016683597044406,-0.07968941467671334,-0.551984107050892
sophia residence,-1.2626390952632884,0.486868020983026,-1.009067817888571
three 11,1.8179426581374252,-0.1784743108109314,-0.6608001718390181
the atelier,0.7856149599492334,0.3631652469012108,-0.5851019944938763
skysuites@anson,0.8623814198234039,-0.8785669387148733,-0.1570185689228964
the glades,0.3178041438692852,0.17457133365119432,0.24112124543746233
le regal,0.0767241833977104,-0.11813024468173529,-0.6803103336220623
watertown,0.16470293926102475,1.1979945570322403,-0.5155919718019792
martin no 38,0.2174744556425102,-0.23994714514433282,0.3970732147505547
spring grove,-0.9114265354986479,-0.4722084770373083,0.06838007558595266
thomson grand,-0.48468080891779036,-0.1784743108109314,-0.6608001718390181
the sound,0.821841290364621,0.34791381755716794,0.24112124543746233
clavon,-0.014659717334041927,0.018246893861991166,0.5832610198969518
leicester suites,-0.4173291204664713,0.00624601690065511,-0.15485761683972046
whitewater,-1.1771425871576233,-0.3601680097656524,-0.551984107050892
urban vista,0.4296064630012312,-0.38499048357576593,0.24112124543746233
kingsford waterbay,0.24737105476912588,-0.47296617605555147,0.018167549172687876
highline residences,1.1379396912484387,-0.969660571257045,0.33337567621310804
seasons view,-0.7644137093775558,-0.8590426453619107,-0.6608001718390181
klimt cairnhill,1.2436409199648986,-0.1404283421180053,0.7988085168763036
opal suites,1.0423431558445204,-0.8665056458638768,-0.19542602159336628
bliss residences,0.02711762651269555,-0.13651232819887119,0.24112124543746233
the jovell,0.6157824619697779,-0.07968941467671334,-0.551984107050892
altez,1.2459528316209783,-0.8785669387148733,-0.1570185689228964
lumiere,-0.3549182902787493,-0.8785669387148733,-0.1570185689228964
floridian,-1.3422077888841555,0.7114269741225754,0.5658660723218675
fulcrum,0.9698377336962812,0.45369514842344605,-0.19542602159336628
citylights,-0.31174704616102966,-0.12195449151990578,-0.19542602159336628
tampines street 11,0.1291093040958813,0.4860147930122379,-0.49035427783620256
stirling residences,0.5754039557007709,0.37109367843643853,-0.19049920066541412
loyang valley,0.0,-1.3177231032751973,-0.551984107050892
watercolours,-1.209502064141872,0.08338499345487042,-0.551984107050892
the inflora,-0.33755147990365625,-0.07968941467671334,-0.551984107050892
the lakefront residences,0.7928299778130312,-0.38970152938461544,-0.1518858287747016
waterview,-0.8920592001854114,-0.10055204640129771,-0.49035427783620256
vibes@upper serangoon,-1.6124000030033583,0.5458369718401872,0.9429141692474692
changi green,-0.3543669251644745,-0.3726937341215422,-0.49035427783620256
the trilinq,-0.637186122431119,0.07672337750394305,0.5832610198969518
ola,-0.004670654107158514,-0.8893764619903303,-0.2432773144892986
bishopsgate residences,2.284571550657521,-0.4722084770373083,0.06838007558595266
35 gilstead,0.7484889210470205,0.3631652469012108,-0.5851019944938763
hillion residences,0.4441643727963687,-0.5643593901462628,0.031965950857637475
holland grove road,0.7779409172364348,-1.0803592661769155,-0.5692534448375879
central green condominium,-0.4118947003694128,-1.0597736339739408,0.33337567621310804
kingsford . hillview peak,-0.6696717837351568,0.23029749070375446,0.09947498306860306
parkwood residences,0.18145498537369226,0.28941330053702846,0.018167549172687876
cyan,-0.16287808801561246,0.30817641647229205,0.06838007558595266
neu at novena,0.5405409028945096,0.3631652469012108,-0.5851019944938763
sing avenue,-0.8455632477063523,-0.4413297705413858,-0.19542602159336628
one meyer,0.11791527076606133,0.4174998399380125,0.6953598240758582
northwave,2.2156890622405996,-1.077150122519762,-1.344559236391526
caspian,-0.13704194855970545,-0.38970152938461544,-0.1518858287747016
parc vista,-2.606120961684298,0.5942074065816086,-0.1518858287747016
the alps residences,0.497553203156369,-0.10055204640129771,-0.49035427783620256
nin residence,-0.1841931343489271,-0.9305777311382777,-0.15485761683972046
cairnhill crest,-1.1457673837985813,-0.1404283421180053,0.7988085168763036
parc central residences,-0.5629540564016267,-0.10055204640129771,-0.49035427783620256
parc rosewood,0.13112035832375238,0.28726299752784046,-1.344559236391526
the oceanfront @ sentosa cove,0.2141038754922199,0.0,-0.9882891825309932
tre residences,0.42796562350063455,-0.11813024468173529,-0.6803103336220623
perfect ten,0.5885867681571949,0.30817641647229205,0.06838007558595266
stillz residence,-1.3718058111581901,0.32997285246442376,-0.6803103336220623
regent heights,-1.1598042711950034,-0.6330288249495881,0.09947498306860306
parc greenwich,-0.542466663075682,-0.3947024863871794,-0.2432773144892986
gem residences,0.0,-0.1040621718422108,-0.15485761683972046
myra,0.9092723269805512,0.00624601690065511,-0.15485761683972046
apleton view,-1.877877897091626,0.3631652469012108,-0.5851019944938763
natura@hillview,0.0460374694673764,-0.6330288249495881,0.09947498306860306
the clift,-0.32389004119623716,-0.2944756133804476,-0.1570185689228964
draycott eight,-1.3531646245882516,0.28547357089500897,0.7988085168763036
wilshire residences,0.33424909441140327,-0.32516191862153593,0.06838007558595266
la fiesta,0.2975097598780425,-0.1956985355144937,-0.2432773144892986
city regency,-0.579241201065318,-0.8665056458638768,-0.19542602159336628
a treasure trove,-0.09735489638177512,-0.16615114926636612,-0.5155919718019792
amber park,0.30803929543806646,0.05062022268013031,0.6953598240758582
the arden,-0.194810448599187,-0.17330187186926968,0.09947498306860306
mirage tower,0.819909082199394,-0.7409823736522679,-0.14026257860351726
city suites,1.0105342489808027,-1.027638444561955,0.5419885444050666
the clearwater,-0.7554558282889071,-0.8894432777510024,0.24112124543746233
h2o residences,-0.3463284153221558,-0.3947024863871794,-0.2432773144892986
nyon,0.18803021043470794,0.05062022268013031,0.6953598240758582
sturdee residences,0.8218932144629347,-0.12195449151990578,-0.19542602159336628
verdale,-0.5700065372220967,-0.7774817465342142,0.5658660723218675
mackenzie 88,0.13956752614175974,-0.25116790490993884,-1.009067817888571
alexis,-0.9925570639570739,0.37109367843643853,-0.19049920066541412
the reef at king’s dock,0.44449059223907883,0.0646432303185629,0.33337567621310804
eco sanctuary,0.35733420285353323,-0.3147978290838898,0.031965950857637475
the landmark,-0.4571250990055403,0.27425471292905196,0.6414656067719826
one holland village residences,0.0,2.436905402109193,-1.0712858423705227
parc centennial,-1.5784113878099675,0.3631652469012108,-0.5851019944938763
turquoise,-0.9384734992240422,0.0,-0.9882891825309932
the tennery,0.0,0.8704930042429582,-1.0178050377089654
lake grande,0.5195877783456471,0.5942074065816086,-0.1518858287747016
the greenwich,0.06723041174831619,-1.385595201162288,0.9429141692474692
ardmore ii,-0.3067217083962735,0.28547357089500897,0.7988085168763036
the centris,0.0,-0.3638788905353455,-0.1518858287747016
rezi 26,-0.86197031618903,-0.11813024468173529,-0.6803103336220623
sophia 98,-0.5064839386914319,0.486868020983026,-1.009067817888571
jervois lodge,0.06789231520959878,-0.4722084770373083,0.06838007558595266
palm isles,-0.8077777207019525,-0.07968941467671334,-0.551984107050892
seaside residences,0.8960387494461606,0.5705221117338911,0.24112124543746233
the pier at robertson,0.28343006013614297,-0.7409823736522679,-0.14026257860351726
fernvale link,-1.5026245785351464,-0.3947024863871794,-0.2432773144892986
freesia woods,-1.8699731228154621,0.7203449438018287,0.5832610198969518
shanghai one,-0.6240356251953322,-0.4722084770373083,0.06838007558595266
coastline residences,0.4380775727063584,0.05062022268013031,0.6953598240758582
carabelle,0.22458477407358476,-0.3477274845177349,0.5832610198969518
city studios,0.7168980529293859,-1.337290773536757,-0.09676112060667921
bedok residences,0.8931566098677557,-0.38499048357576593,0.24112124543746233
one shenton,-0.45569592554623056,-0.2944756133804476,-0.1570185689228964
floraville,0.5411851996935589,-0.30971016907135496,0.185116698120173
la mariposa,0.19492770716286098,0.32997285246442376,-0.6803103336220623
amber skye,-1.2941703351871772,0.05062022268013031,0.6953598240758582
park nova,1.0292141526472471,0.4879584405776786,1.4914307367074717
kovan residences,-0.6064624466580817,0.28941330053702846,0.018167549172687876
nv residences,-0.9089971802797057,0.35293287170602905,-0.551984107050892
thomson impressions,0.4669752665005494,-0.1784743108109314,-0.6608001718390181
langston ville,-1.8843079450486562,-0.23994714514433282,0.3970732147505547
jadescape,0.7144625751120263,-0.1784743108109314,-0.6608001718390181
belle vue residences,-0.9333523141255934,-0.19789177381165812,0.3970732147505547
fernvale road,2.0413485516076593,-0.3947024863871794,-0.2432773144892986
the tre ver,-0.19294178330712336,0.00624601690065511,-0.15485761683972046
phoenix residences,0.457303104545088,-0.17330187186926968,0.09947498306860306
the antares,0.10280385592254698,0.31278598376978084,-0.6803103336220623
skysuites 17,0.11358497286155446,-1.027638444561955,0.5419885444050666
beach road,-0.07138709685916746,-0.6016769088374695,-0.1570185689228964
meyerhouse,0.46903279403460435,0.4174998399380125,0.6953598240758582
jewel @ buangkok,-1.2464969596361262,1.1738150316556868,-0.2432773144892986
katong regency,0.5811171529694635,0.32997285246442376,-0.6803103336220623
the berth by the cove,-0.7998318112797111,0.0,-0.9882891825309932
parc riviera,0.03507903421248707,-0.3477274845177349,0.5832610198969518
silversea,0.7492281053771234,0.05062022268013031,0.6953598240758582
onze @ tanjong pagar,1.0396874579736404,-0.08891078060088876,0.6414656067719826
flower road,-1.2041133143649365,0.0,-0.9882891825309932
jalan lempeng,-0.4962764131249152,0.07672337750394305,0.5832610198969518
margaret ville,0.7170585479514144,0.5386328506109773,-0.19049920066541412
the crest,0.22955103410461333,-0.16797640064786287,0.33337567621310804
the interweave,0.11839275890502271,-1.027638444561955,0.5419885444050666
10 evelyn,0.4196407168426476,0.3631652469012108,-0.5851019944938763
viva vista,-0.794951873817112,-0.4025871395965273,-0.19049920066541412
uptown @ farrer,0.2892927199136711,-0.12195449151990578,-0.19542602159336628
waterfront waves,-0.028775376283149984,-0.8894432777510024,0.24112124543746233
euphony gardens,-0.5369451486622162,0.0,-1.658309788672299
forestville,-0.011422701229509601,-0.07643271482705312,-1.344559236391526
15 holland hill,1.2146691466275796,0.9589293904852286,-0.5692534448375879
hyll on holland,-0.4187630729810422,0.9589293904852286,-0.5692534448375879
one-north residences,-0.30170865894042914,-0.740767972393978,-0.19049920066541412
verticus,1.077844147159385,-1.027638444561955,0.5419885444050666
carissa park condominium,-1.0478118818133326,-0.07968941467671334,-0.551984107050892
casa merah,-0.7716692507744184,-0.38499048357576593,0.24112124543746233
palm galleria,-2.094866216951658,0.34791381755716794,0.24112124543746233
singa hills,-0.34277738487592524,0.2676773579084659,0.24112124543746233
the lincoln modern,-1.4231731751728627,0.3631652469012108,-0.5851019944938763
the marq on paterson hill,1.4237462076426208,1.3599161123037031,0.3970732147505547
artra,-0.03356278831059617,-0.08921555218843365,0.33337567621310804
the rochester residences,-0.49837470598200034,-0.740767972393978,-0.19049920066541412
parc canberra,-0.42478691685293657,-0.9700524041159001,-0.41977708077104925
camelodge,-1.4485837816044609,0.34791381755716794,0.24112124543746233
the tessarina,-1.5374329397787267,0.7114269741225754,-0.5692534448375879
m5,-0.09329287389394259,-0.4722084770373083,0.06838007558595266
central imperial,-0.736525125827442,-0.11813024468173529,-0.6803103336220623
parc komo,1.4385832605145072,-0.07968941467671334,-0.551984107050892
the hillier,-0.019291984666662838,0.23029749070375446,0.09947498306860306
ikigai,-0.40469768180929677,0.3631652469012108,-0.5851019944938763
pasir ris heights,0.07987630001709625,-0.3601680097656524,-0.551984107050892
horizon residences,0.32371819196329776,-0.4025871395965273,-0.19049920066541412
the tapestry,1.765514572780689,-0.10055204640129771,-0.49035427783620256
midtown residences,0.023362275390833066,0.22340128483807242,0.018167549172687876
the minton,-1.276260504143211,0.595407481131621,0.018167549172687876
centra heights,0.4044470909512926,-0.11813024468173529,-0.6803103336220623
yishun close,-0.2967335355546575,-0.08954615339755555,-0.6753057007256327
hillview 128,-1.6857813710400245,0.23029749070375446,0.09947498306860306
seahill,-0.054945706252482955,-0.9033940295681074,0.5832610198969518
high park residences,0.7685201561980197,-0.3947024863871794,-0.2432773144892986
jool suites,0.056178527020755806,-0.4413297705413858,-0.19542602159336628
tiong bahru estate,-0.8136305528047931,-0.969660571257045,0.33337567621310804
the makena,-2.200402595147018,0.4174998399380125,0.6953598240758582
twin vew,0.8706804061753936,-0.3477274845177349,0.5832610198969518
la fleur,-0.8865443111499717,-0.11813024468173529,-0.6803103336220623
kovan regency,-0.3828340292887141,0.28941330053702846,0.018167549172687876
regent residences,0.09253021256436184,-0.8665056458638768,-0.19542602159336628
kallang riverside,0.5967682638930826,0.9608827867333172,-0.19542602159336628
the commodore,0.2027168563492314,0.4274177509646779,-0.41977708077104925
reignwood hamilton scotts,0.10749579664358548,0.6142957510980956,0.7988085168763036
bartley residences,-1.3386160397988986,0.5458369718401872,0.9429141692474692
the essence,0.517014038723719,-0.32438931056997006,-0.6753057007256327
coco palms,0.10869174180041288,0.35293287170602905,-0.551984107050892
upper boon keng road,-0.507063763735876,-0.38315691797631773,-0.19542602159336628
pasir ris 8,1.3070647646714046,0.35293287170602905,-0.551984107050892
south beach residences,0.1504785589121111,1.698592835410422,-0.1570185689228964
city loft,-0.8543827776107318,-0.12195449151990578,-0.19542602159336628
the linear,-0.564452572404708,-0.5643593901462628,0.031965950857637475
marina bay suites,-0.5214771682549538,0.02904114789714884,-0.1570185689228964
the tembusu,0.39760975545564475,0.595407481131621,0.018167549172687876
chelsea gardens,-1.2868709459670407,0.30817641647229205,0.06838007558595266
smart suites,-0.5500942525812232,-0.11813024468173529,-0.6803103336220623
77 @ east coast,0.3621850801408867,0.34791381755716794,0.24112124543746233
yishun emerald,-0.7414872906135709,-0.9850240133896201,-0.6753057007256327
fyve derbyshire,0.24011784376605888,0.3631652469012108,-0.5851019944938763
setia residences,-0.7389894288388346,0.3631652469012108,-0.5851019944938763
parvis,-1.8033117310872355,0.9589293904852286,-0.5692534448375879
terrasse,-0.9951450759830616,0.28941330053702846,0.018167549172687876
parc somme,-0.3243671925338466,-0.12195449151990578,-0.19542602159336628
casa rosa,-2.8070992094795755,0.5458369718401872,0.9429141692474692
elias green,-1.5265812549695847,0.35293287170602905,-0.551984107050892
echelon,0.5405738433766267,-0.08921555218843365,0.33337567621310804
the belvedere,-1.3962832318402065,0.4174998399380125,0.6953598240758582
park colonial,0.5008685876480731,0.4628561400500795,-0.15485761683972046
twin fountains,0.19685141078482027,-0.07643271482705312,-1.344559236391526
hillview garden estate,0.37552838082118545,0.23029749070375446,0.09947498306860306
mon jervois,-0.6416783319376894,-0.4722084770373083,0.06838007558595266
eastpoint green,-0.725546679196647,-0.7355281690185607,-0.49035427783620256
trilight,0.04837818734426769,0.3631652469012108,-0.5851019944938763
arc at tampines,-1.2515956832907449,-0.10055204640129771,-0.49035427783620256
the peak @ cairnhill ii,-0.09571825338236108,-0.1404283421180053,0.7988085168763036
cuscaden reserve,-0.8496032928775058,0.4879584405776786,1.4914307367074717
lakeville,0.2306714194517437,0.5942074065816086,-0.1518858287747016
rivertrees residences,0.666499056625217,-0.3947024863871794,-0.2432773144892986
lattice one,-0.17011358352625733,0.9938499156755802,0.185116698120173
loft @ nathan,-0.6884945532630484,-0.4722084770373083,0.06838007558595266
lagoon view,-0.5776680045655744,0.5705221117338911,0.24112124543746233
burlington square,-0.35530715888222475,-0.9217348450606448,-0.09676112060667921
metro loft,-0.5417532163074439,-0.11813024468173529,-0.6803103336220623
pine grove,-1.7188980891584826,-1.0803592661769155,0.5658660723218675
the wharf residence,-1.0396940341982446,-0.23994714514433282,0.3970732147505547
whistler grand,0.749620221075354,-0.3477274845177349,0.5832610198969518
one draycott,-0.39936041422957425,0.28547357089500897,0.7988085168763036
leonie suites,-1.5584717585367487,-0.2979689629593274,0.3970732147505547
the verve,-1.3545707057798746,-1.027638444561955,0.5419885444050666
glentrees,-1.154555361489806,-1.0803592661769155,-0.5692534448375879
the hillford,-1.8658292393134848,-0.7774817465342142,0.5658660723218675
cliveden at grange,-0.4264591645465076,1.3599161123037031,0.3970732147505547
whitehaven,-0.33769765959452364,-0.4025871395965273,-0.19049920066541412
rochelle at newton,-1.4446025573724757,0.3631652469012108,-0.5851019944938763
three balmoral,-1.1410997454919747,0.30817641647229205,0.06838007558595266
lush acres,-0.6565035662625682,-0.3947024863871794,-0.2432773144892986
the laurels,-0.0893515379298837,-0.1404283421180053,0.7988085168763036
dalvey haus,1.1897219663773033,0.30817641647229205,0.06838007558595266
ecopolitan,-0.3031782291256153,-0.16615114926636612,-0.5155919718019792
cassia edge,-0.3399346060215492,-0.11813024468173529,-0.6803103336220623
white house residences,-0.7573743429099599,0.30817641647229205,0.06838007558595266
cliften,-1.4623750020711912,0.30817641647229205,0.06838007558595266
the cassandra,-2.4631621315768983,0.061973037255305743,-0.19049920066541412
roots @ transit,1.1793638138746891,-0.32438931056997006,-0.6753057007256327
waterscape at cavenagh,0.04117385298461563,-1.2571994162944737,0.7988085168763036
haus on handy,0.5493981989621383,0.015895789628861748,-0.10045193958044454
hills twoone,0.772287957247834,-0.6330288249495881,0.09947498306860306
kovan grandeur,-0.8483916352368597,0.595407481131621,0.018167549172687876
the edge on cairnhill,-0.6486199374808854,-0.1404283421180053,0.7988085168763036
19 nassim,1.1529754030465487,0.30817641647229205,0.06838007558595266
river valley road,0.368553111365248,-0.4722084770373083,0.06838007558595266
the venue residences,0.2859924188081124,-0.9305777311382777,-0.15485761683972046
ardmore 3,0.3524393590779855,0.28547357089500897,0.7988085168763036
sea esta,-0.5801714747239051,0.08338499345487042,-0.551984107050892
vibes @ east coast,-0.27528562348206437,0.34791381755716794,0.24112124543746233
daintree residence,-0.26049588073593044,-0.7774817465342142,0.5658660723218675
suites de laurel,-2.133766481370188,-0.40692568760112435,0.5658660723218675
austville residences,0.3402155158111177,-1.2157268190348351,-0.2432773144892986
waterbank at dakota,0.5581914127741769,-0.11813024468173529,-0.6803103336220623
phoenix road,1.006532764793932,-0.17330187186926968,0.09947498306860306
luma,-1.3348508381408215,-0.2979689629593274,0.3970732147505547
ballota park condominium,-1.3601323291784726,-0.07968941467671334,-0.551984107050892
kovan melody,-0.7646812131579619,0.28941330053702846,0.018167549172687876
